NP Entry ID,Study ID,Title,NP without modification,Surface modification,SizeDLS,Zeta potential,Incubation protein source,Incubation plasma concentration,Incubation NP concentration,Centrifugation speed,Centrifugation time,Certrifugation temperature,NP type,NP shape,Dispersion medium,PDI,Incubation culture,Incubation time,Incubation temperature,Centrifugation repetitions,ALB,C3,APOA2
A506,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,50.15,-73.3,HP,55,250,20000,30,20,metal,sphere,water,0.161,buffer,1,37,1,12.98390888,0.218751228,0
A507,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,69.32,-8.29,HP,55,250,20000,30,20,metal,sphere,cell culture,0.27,buffer,1,37,1,12.98390888,0.218751228,0
A508,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,159.5,-8.99,HP,55,250,20000,30,20,metal,sphere,cell culture,0.215,buffer,1,37,1,14.92938039,0.447161391,0
A509,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,131,-10.7,HP,10,1107.3,20000,30,4,metal,sphere,plasma,0.126944444,buffer,1,25,1,2.64,1.37,0
A510,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,99.6,-29.8,HP,10,1107.3,20000,30,4,metal,sphere,PBS,0.126944444,buffer,1,25,1,2.96,1.37,0
A511,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,134.6,-29.8,HP,10,1107.3,20000,30,4,metal,sphere,plasma,0.126944444,buffer,1,25,1,2.96,1.37,0
A512,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,95.4,-35.3,HP,55,3555.6,20000,30,4,metal,sphere,PBS,0.126944444,buffer,1,25,1,5.02,1.86,0
A513,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,313,-51.4,HP,55,3555.6,20000,30,4,metal,sphere,PBS,0.126944444,buffer,1,25,1,4.48,1.07,0
A514,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,127,-55.9,HP,10,1107.3,20000,30,4,metal,sphere,PBS,0.126944444,buffer,1,25,1,2.64,1.37,0
A515,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,1303.3,-7.6,HP,55,3555.6,20000,30,4,metal,sphere,plasma,0.126944444,buffer,1,25,1,4.48,1.07,0
A516,A46,Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,169,-8.9,HP,55,3555.6,20000,30,4,metal,sphere,plasma,0.126944444,buffer,1,25,1,5.02,1.86,0
A517,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,4.37,1.49,0.52
A518,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,4.35,1.64,0.68
A519,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,3.72,1.6,0.63
A520,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,2.64,2.22,0.21
A521,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,3.16,3.61,0.4
A522,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,880.7,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,0.396,buffer,1,37,1,2.82,2.8,0.58
A523,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,4.37,1.49,0.52
A524,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,4.35,1.64,0.68
A525,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,3.72,1.6,0.63
A526,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,2.64,2.22,0.21
A527,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,3.16,3.61,0.4
A528,A47,Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,N/A,858.5,-9.62,FBS,10,100,2700,5,4,metal,powder,water,0.241,buffer,1,37,1,2.82,2.8,0.58
A529,A48,Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,PEG,184,0,RP,50,166.7,15000,20,25,other,sphere,water,0.126944444,buffer,0.25,37,1,2.58,0.59,6.56
A530,A48,Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,PEG,184,0,RP,50,166.7,15000,20,25,other,sphere,water,0.126944444,buffer,1.5,37,1,2.86,1.17,3.03
A531,A48,Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,N/A,165,-37,RP,50,166.7,15000,20,25,other,sphere,water,0.126944444,buffer,0.25,37,1,3.51,0.55,6.12
A532,A48,Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,N/A,165,-37,RP,50,166.7,15000,20,25,other,sphere,water,0.126944444,buffer,1.5,37,1,2.49,1.24,3.56
A533,A49,Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,N/A,130,55,HP,50,500,14000,15,25,liposome,sphere,water,0.2,buffer,0.016666667,37,1,0.15,0.12,0.16
A534,A49,Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,N/A,130,55,HP,50,500,14000,15,25,liposome,sphere,water,0.2,buffer,0.5,37,1,0.28,0.14,0.24
A535,A49,Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,N/A,130,55,HP,50,500,14000,15,25,liposome,sphere,water,0.2,buffer,1,37,1,0.16,0.14,0.1
A536,A50,Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,114,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,0.056,water,0.166666667,37,1,2.35,0.95,1.89
A537,A50,Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,114,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,0.056,water,1,37,1,4.41,1.24,1.04
A538,A50,Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,114,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,0.056,water,3,37,1,1.5,0,1.01
A539,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.008333333,37,1,26.63,0.94,0.55
A540,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.083333333,37,1,26.33,1.11,0.72
A541,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.25,37,1,24.67,1.09,1.17
A542,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.5,37,1,22.54,1.09,1.41
A543,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,1,37,1,20.74,1.11,1.75
A544,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,2,37,1,19.05,1.19,1.75
A545,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,8,37,1,19.31,1.32,1.85
A546,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,24,37,1,18.85,1.32,1.68
A547,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,48,37,1,18.96,1.39,2.12
A548,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,235,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,168,37,1,16.71,1.61,1.88
A549,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.008333333,37,1,28.82,1.89,1.03
A550,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.083333333,37,1,29.58,1.82,0.96
A551,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.25,37,1,28.86,2.07,0.91
A552,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,0.5,37,1,29.8,1.98,0.99
A553,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,1,37,1,27.45,2.21,1.22
A554,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,2,37,1,26.59,2.27,1.14
A555,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,8,37,1,26.87,2.42,1.08
A556,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,24,37,1,25.52,2.59,1.34
A557,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,48,37,1,25.34,2.73,1.42
A558,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,190,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,0.126944444,buffer,168,37,1,27.45,2.68,1.25
A559,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.008333333,37,1,28.82,1.89,1.03
A560,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.083333333,37,1,29.58,1.82,0.96
A561,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.25,37,1,28.86,2.07,0.91
A562,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.5,37,1,29.8,1.98,0.99
A563,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,1,37,1,27.45,2.21,1.22
A564,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,2,37,1,26.59,2.27,1.14
A565,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,8,37,1,26.87,2.42,1.08
A566,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,24,37,1,25.52,2.59,1.34
A567,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,48,37,1,25.34,2.73,1.42
A568,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,168,37,1,27.45,2.68,1.25
A569,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.008333333,37,1,26.63,0.94,0.55
A570,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.083333333,37,1,26.33,1.11,0.72
A571,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.25,37,1,24.67,1.09,1.17
A572,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,0.5,37,1,22.54,1.09,1.41
A573,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,1,37,1,20.74,1.11,1.75
A574,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,2,37,1,19.05,1.19,1.75
A575,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,8,37,1,19.31,1.32,1.85
A576,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,24,37,1,18.85,1.32,1.68
A577,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,48,37,1,18.96,1.39,2.12
A578,A51,The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,N/A,159,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,0.126944444,buffer,168,37,1,16.71,1.61,1.88
A579,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,45,1,3.8,0,7.5
A580,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.4,0,12.5
A581,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,45,1,6.7,0,3.9
A582,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,6.6,0,6
A583,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,45,1,3.76,0.05,7.49
A584,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.42,0.12,12.51
A585,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,45,1,6.69,0.75,3.92
A586,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,6.57,0.58,6.01
A587,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,37,1,5.4,0,5.9
A588,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.8,0,7.1
A589,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,37,1,8.7,0,21
A590,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.1,0,5.5
A591,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,37,1,5.43,1.33,5.89
A592,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.75,0.38,7.12
A593,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,37,1,7.72,0.18,20.95
A594,A52,Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,N/A,16,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,0.126944444,buffer,1,55,1,9.12,0.42,5.52
A595,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,1.030977271,1.124484511,0.632972092
A596,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,0.689939042,0.60761677,0.288127952
A597,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,0.855335665,0.831376683,0.72835306
A598,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,1.119616727,1.22116336,0.687392595
A599,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,0.876667705,1.034755323,0.483843924
A600,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,1.186206897,1.293793103,0.728275862
A601,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,0.711677123,0.873209102,0.430751943
A602,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,1.117202318,1.21852997,0.68591026
A603,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,0.976450316,1.211424991,0.994726124
A604,A53,Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,N/A,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,0.126944444,water,8,4,1,1.304097292,1.422375883,0.800655081
A605,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,40.84,1.03,0.08
A606,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,6.94,0.25,0.13
A607,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,3.54,0.22,0.13
A608,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,1.65,0.14,0.15
A609,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,47.74,0.65,0
A610,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,0.69,0.29,0
A611,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,49.31,0.55,0
A612,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,1.31,0.28,0.07
A613,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,40.84,1.03,0.08
A614,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,6.94,0.25,0.13
A615,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,3.54,0.22,0.13
A616,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,N/A,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,1.65,0.14,0.15
A617,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,47.74,0.65,0
A618,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,0.69,0.29,0
A619,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,49.31,0.55,0
A620,A54,Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,0.126944444,buffer,1,37,1,1.31,0.28,0.07
A621,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,5.32,2.84,1.32
A622,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,5.85,3.33,0
A623,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,5.32,2.84,1.32
A624,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,5.34,3.09,0
A625,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,5.81,4.39,1.29
A626,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,8.43,4.61,0
A627,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,12.52,1.86,0
A628,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,13.67,3.38,0
A629,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,9.87,3.1,0
A630,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,15.85,3.4,0
