Publication_year,NPmaterials,NPshape,Coated,Charge,Pegylation,Uptakepathway,Toxicity,Immuneresponse,Otherbiologicaleffect,PCmethods,Incubationcondition,PCprotein
2021,Micelles,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Stability,Spectrum,Medium,Others
2021,Nanovesicles,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Fluorescence,Serum,Others
2021,Nanoplastics,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Bovine,Albumin
2021,Micelles,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Sdspage,Plasma,Fibrinogen
2022,Carbon,Nanotubes,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Serum,Others
2022,Gold,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Serum,Albumin
2022,Colloids,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Inflammation,Anticancer,Spectrum,Medium,Transferrin
2022,Virus,Spherical,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Therapy,Fluorescence,Medium,Others
2022,Colloids,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Unknown,Immune response,Enzymes,Spectrum,Others,Others
2022,Others,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Fluorescence,Medium,Lipoprotein
2022,Carbon,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Serum,Albumin
2022,Gold,Nanorods,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Serum,Others
2022,Polystyrene,Urchin,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Stability,Spectrum,Serum,Albumin
2022,Agglomerates,Urchin,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Others
2022,Others,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Serum,Albumin
2022,Silver,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Bovine,Albumin
2022,Silver,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Stability,Fluorescence,Serum,Albumin
2022,Lipoplexes,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Spectrum,Plasma,Lipoprotein
2022,Oxidative,Nanosheets,Coated,Unknown,Unpegylated,Unknown,Unknown,Inflammation,Anticancer,Sdspage,Plasma,Lipoprotein
2022,Others,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Microscope,Bovine,Albumin
2022,Others,Nanorods,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Release,Sdspage,Medium,Albumin
2022,Others,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Serum,Albumin
2022,Silicon,Amorphous,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Microscope,Serum,Albumin
2022,Others,Nanosheets,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Spectrum,Medium,Albumin
2022,Lipoplexes,Others,Coated,Negative charge,Unpegylated,Endocytosis,Hemotoxicity,Others,Biodistribution,Microscope,Medium,Lipoprotein
2022,Silicon,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Stability,Icpms,Serum,Albumin
2022,Polystyrene,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Spectrum,Serum,Albumin
2022,Others,Nanosheets,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Stability,Sdspage,Medium,Others
2022,Magnetic,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Microscope,Medium,Others
2022,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Sdspage,Medium,Albumin
2022,Lipoplexes,Nanosheets,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Inflammation,Antibacterial,Fluorescence,Plasma,Albumin
2022,Quantum,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2022,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Icpms,Plasma,Albumin
2022,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Microscope,Medium,Albumin
2022,Agglomerates,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Targeting,Proteomics,Medium,Albumin
2022,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Release,Spectrum,Serum,Albumin
2022,Others,Others,Unknown,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Targeting,Fluorescence,Serum,Albumin
2022,Lipoplexes,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Microscope,Medium,Albumin
2022,Others,Spherical,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Anticancer,Spectrum,Serum,Albumin
2022,Lipoplexes,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Others,Others
2022,Silicon,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Enzymes,Spectrum,Others,Others
2022,Oxidative,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Enzymes,Spectrum,Others,Others
2022,Peptide,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Fluorescence,Others,Others
2022,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Plasma,Lipoprotein
2022,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Bovine,Albumin
2022,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Lipoprotein
2022,Micelles,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Anticancer,Microscope,Serum,Albumin
2022,Silver,Others,Unknown,Negative charge,Unpegylated,Unknown,Unknown,Inflammation,Others,Others,Others,Others
2022,Others,Nanorods,Unknown,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Inflammation,Stability,Microscope,Medium,Albumin
2022,Oxidative,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Release,Proteomics,Bovine,Others
2022,Agglomerates,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Unknown,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2022,Gold,Spherical,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Medium,Albumin
2022,Colloids,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Release,Spectrum,Serum,Others
2022,Micelles,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Sdspage,Plasma,Albumin
2022,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Fluorescence,Serum,Albumin
2022,Others,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2022,Others,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Proteomics,Plasma,Others
2022,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Release,Fluorescence,Medium,Others
2022,Virus,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Targeting,Microscope,Others,Others
2022,Others,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Icpms,Serum,Transferrin
2022,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Serum,Others
2022,Colloids,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2022,Magnetic,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2022,Agglomerates,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2022,Peptide,Others,Coated,Unknown,Unpegylated,Exocytosis,Cytotoxicity,Inflammation,Release,Icpms,Plasma,Albumin
2022,Colloids,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2022,Carbon,Nanotubes,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Plasma,Others
2022,Quantum,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Medium,Albumin
2022,Unknown,Spherical,Unknown,Neutral,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Bovine,Others
2022,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Biodistribution,Microscope,Serum,Albumin
2022,Silicon,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Bovine,Lipoprotein
2022,Magnetic,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Medium,Fibrinogen
2022,Lipoplexes,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Microscope,Medium,Albumin
2022,Gold,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Sdspage,Plasma,Albumin
2022,Quantum,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Unknown,Immune response,Stability,Fluorescence,Serum,Albumin
2022,Oxidative,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Fluorescence,Bovine,Transferrin
2022,Magnetic,Nanosheets,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Anticancer,Proteomics,Plasma,Others
2022,Gold,Spherical,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Anticancer,Proteomics,Plasma,Others
2022,Gold,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Others,Others
2022,Peptide,Others,Unknown,Positive charge,Unpegylated,Unknown,Unknown,Others,Targeting,Spectrum,Serum,Albumin
2022,Others,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Medium,Albumin
2022,Peptide,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Antibacterial,Fluorescence,Medium,Others
2022,Magnetic,Others,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Anticancer,Spectrum,Serum,Albumin
2022,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Others,Others,Others,Others
2022,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Bovine,Albumin
2022,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Plasma,Albumin
2022,Silicon,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Anticancer,Proteomics,Plasma,Fibrinogen
2022,Gold,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Albumin
2022,Magnetic,Spherical,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Stability,Spectrum,Others,Others
2022,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Medium,Albumin
2022,Silicon,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Albumin
2022,Agglomerates,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Fluorescence,Serum,Albumin
2022,Polystyrene,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Spectrum,Plasma,Lipoprotein
2022,Gold,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2022,Peptide,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Anticancer,Microscope,Others,Lipoprotein
2022,Others,Nanosheets,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Stability,Proteomics,Plasma,Fibrinogen
2022,Others,Spherical,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Sdspage,Plasma,Others
2022,Gold,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Unknown,Immune response,Stability,Spectrum,Plasma,Fibrinogen
2022,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Plasma,Others
2022,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Proteomics,Plasma,Others
2022,Lipoplexes,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Antibacterial,Fluorescence,Medium,Others
2022,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Uvvis,Others,Others
2022,Magnetic,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Proteomics,Medium,Others
2023,Others,Nanosheets,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Microscope,Medium,Others
2023,Silicon,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Spectrum,Bovine,Albumin
2023,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Anticancer,Proteomics,Serum,Albumin
2023,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Sdspage,Medium,Others
2023,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Albumin
2023,Others,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Icpms,Serum,Albumin
2023,Micelles,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Unknown,Others,Stability,Microscope,Plasma,Albumin
2023,Copper,Amorphous,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Medium,Albumin
2023,Magnetic,Nanosheets,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Inflammation,Anticancer,Sdspage,Others,Others
2023,Peptide,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Albumin
2023,Polystyrene,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Macrophages,Biodistribution,Sdspage,Medium,Others
2023,Lipoplexes,Others,Unknown,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Albumin
2023,Silver,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Antibacterial,Sdspage,Serum,Albumin
2023,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Others,Uvvis,Plasma,Fibrinogen
2023,Quantum,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2023,Others,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Dendritic cells,Stability,Sdspage,Serum,Albumin
2023,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Spectrum,Plasma,Others
2023,Micelles,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Anticancer,Spectrum,Medium,Others
2023,Quantum,Others,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Medium,Others
2023,Peptide,Others,Coated,Unknown,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Release,Fluorescence,Plasma,Albumin
2023,Carbon,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Enzymes,Spectrum,Bovine,Albumin
2023,Others,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Spectrum,Plasma,Others
2023,Gold,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Bovine,Others
2023,Silicon,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Microscope,Plasma,Others
2023,Oxidative,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Lipoprotein
2023,Micelles,Others,Unknown,Negative charge,Unpegylated,Unknown,Unknown,Others,Stability,Microscope,Others,Others
2023,Others,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Others,Albumin
2023,Micelles,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Sdspage,Plasma,Fibrinogen
2023,Magnetic,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Plasma,Albumin
2023,Others,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2023,Micelles,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Therapy,Microscope,Serum,Albumin
2023,Others,Others,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Medium,Albumin
2023,Micelles,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Therapy,Microscope,Medium,Albumin
2023,Silver,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Antibacterial,Fluorescence,Serum,Fibrinogen
2023,Carbon,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Serum,Albumin
2023,Others,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Enzymes,Fluorescence,Serum,Albumin
2023,Gold,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Others,Lipoprotein
2023,Peptide,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Enzymes,Proteomics,Medium,Albumin
2023,Oxidative,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Release,Microscope,Serum,Albumin
2023,Peptide,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Proteomics,Plasma,Albumin
2023,Others,Spherical,Coated,Unknown,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Lipoprotein
2023,Agglomerates,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Medium,Others
2023,Silicon,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Microscope,Serum,Others
2023,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Release,Spectrum,Medium,Others
2023,Polystyrene,Others,Coated,Neutral,Unpegylated,Unknown,Cytotoxicity,Others,Release,Spectrum,Serum,Albumin
2023,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Release,Microscope,Plasma,Fibrinogen
2023,Agglomerates,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Stability,Spectrum,Bovine,Albumin
2023,Gold,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Icpms,Plasma,Albumin
2023,Lipoplexes,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Microscope,Medium,Albumin
2023,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2023,Gold,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Bovine,Albumin
2023,Lipoplexes,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Targeting,Proteomics,Plasma,Lipoprotein
2023,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Uvvis,Serum,Albumin
2023,Peptide,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Proteomics,Serum,Albumin
2023,Magnetic,Nanosheets,Unknown,Negative charge,Unpegylated,Unknown,Unknown,Cytokines,Anticancer,Sdspage,Plasma,Others
2023,Carbon,Nanosheets,Coated,Unknown,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Microscope,Medium,Others
